location_stand,banking,bike_stands,available_bike_stands,available_bikes,status,date,time ,longitude,latitude,workingday,weather,Season,temp,humidity,windspeed
,TRUE,40,37,3,OPEN,16-06-2021,07:10:00,-6.259095669,53.34103037,0,3,,23.78,88,19.0012
,FALSE,40,29,11,OPEN,17-06-2021,07:10:00,-6.256929785,53.34124416,0,3,,23.78,88,16.9979
,TRUE,40,32,8,OPEN,17-06-2021,07:10:00,-6.249551028,53.34355492,0,3,,23.78,88,16.9979
,FALSE,30,11,19,OPEN,17-06-2021,07:10:00,-6.260042489,53.34838503,0,2,,23.78,88,16.9979
,FALSE,30,3,27,OPEN,17-06-2021,07:10:00,-6.257686168,53.33927598,0,2,,23.78,83,16.9979
,FALSE,40,39,1,OPEN,17-06-2021,07:10:00,-6.264009476,53.34846669,0,2,,23.78,83,12.998
Top of Parnell square east.,FALSE,30,26,4,OPEN,17-06-2021,07:10:00,-6.263313442,53.35443291,0,3,,23.78,88,16.9979
Bresford Place beside Liberty Hall and bus eireann bus stop,FALSE,20,11,9,OPEN,17-06-2021,07:10:00,-6.255112588,53.3487581,0,2,,24.6,83,16.9979
Ovoca,FALSE,20,10,10,OPEN,17-06-2021,07:10:00,-6.272549629,53.33352788,0,3,,24.6,83,15.0013
Hawkins street,FALSE,30,9,21,OPEN,17-06-2021,07:10:00,-6.257003546,53.34618021,0,3,,24.6,83,11.0014
Cumberland street North outside nam thanh supermarket,FALSE,22,4,18,OPEN,17-06-2021,07:10:00,-6.258065701,53.35383416,0,2,,24.6,88,16.9979
"Clarendon street, across from BT",FALSE,38,30,8,OPEN,17-06-2021,07:10:00,-6.260721087,53.34278548,0,3,,24.6,88,16.9979
Store street outside Bus Eireann,TRUE,40,22,18,OPEN,17-06-2021,07:10:00,-6.251509041,53.34995172,0,3,,24.6,88,12.998
North Frederick street outside Lady beauty Parlour,FALSE,27,7,20,OPEN,17-06-2021,07:10:00,-6.264576763,53.35554873,0,3,,24.6,88,11.0014
"South George's street, outside laser dvd",FALSE,40,26,14,OPEN,17-06-2021,07:10:00,-6.2644279,53.34248363,0,2,,24.6,88,12.998
Georges dock outside Ely chq,FALSE,30,27,3,OPEN,17-06-2021,07:10:00,-6.248142868,53.34945698,0,2,,24.6,88,11.0014
Smithfield near luas station,FALSE,40,40,0,OPEN,17-06-2021,07:10:00,-6.278260052,53.3472354,0,3,,24.6,88,11.0014
St James hospital,TRUE,30,25,5,OPEN,17-06-2021,07:10:00,-6.292752028,53.34093668,0,2,,24.6,88,11.0014
Brooksfield road outside mace,FALSE,20,18,2,OPEN,17-06-2021,07:10:00,-6.300144196,53.33877552,0,2,,24.6,88,7.0015
Back of fleet street car park,TRUE,40,13,27,OPEN,17-06-2021,07:10:00,-6.26120358,53.34525232,0,2,,24.6,88,0
Tara street,FALSE,40,4,36,OPEN,17-06-2021,07:10:00,-6.255120635,53.3473715,0,2,,24.6,88,7.0015
Bottom of Westmoreland street,FALSE,36,25,11,OPEN,17-06-2021,07:10:00,-6.249292195,53.34397447,0,2,,24.6,88,11.0014
D'Oliver street,TRUE,40,38,2,OPEN,17-06-2021,07:10:00,-6.258726865,53.34672142,0,2,,24.6,88,7.0015
Top of Capel Street,FALSE,40,5,35,OPEN,17-06-2021,07:10:00,,,0,2,,24.6,88,7.0015
Swift Row,FALSE,20,17,3,OPEN,17-06-2021,07:10:00,,,0,1,,24.6,88,0
Bride Road,FALSE,40,6,34,OPEN,18-06-2021,07:10:00,,,0,1,,24.6,88,0
Luke Street,FALSE,40,21,19,OPEN,18-06-2021,07:10:00,,,0,2,,25.42,83,6.0032
Francis Street at Thomas Street end,FALSE,20,14,6,OPEN,18-06-2021,07:10:00,,,0,2,,25.42,83,0
Exchange Street Upper,FALSE,30,30,0,OPEN,18-06-2021,07:10:00,,,0,2,,26.24,78,0
Charlemont Street ,FALSE,40,7,33,OPEN,18-06-2021,07:10:00,,,0,2,,27.06,69,0
Clanbrassil St north of Fumbally Lane,TRUE,20,20,0,OPEN,18-06-2021,07:10:00,,,0,2,,27.06,74,0
Clanbrassil St south of Fumbally Lane,TRUE,40,33,7,OPEN,18-06-2021,07:10:00,,,0,2,,27.06,74,0
Mary Street east of Jervis Lane Lower,TRUE,40,14,26,OPEN,18-06-2021,07:10:00,,,0,2,,28.7,70,7.0015
Thomas Davis Street South at Francis St end,TRUE,20,12,8,OPEN,18-06-2021,07:10:00,,,0,2,,28.7,65,6.0032
Ryders Row,TRUE,40,33,7,OPEN,18-06-2021,07:10:00,,,0,1,,29.52,66,7.0015
St Andrews Street,FALSE,16,14,2,OPEN,18-06-2021,07:10:00,,,0,1,,29.52,66,7.0015
Dame Court,TRUE,38,10,28,OPEN,18-06-2021,07:10:00,,,0,1,,30.34,66,7.0015
Barrow Street,FALSE,30,0,0,CLOSED,18-06-2021,07:10:00,,,0,1,,30.34,66,15.0013
Ringsend Road,TRUE,16,14,2,OPEN,18-06-2021,07:10:00,,,0,1,,30.34,66,11.0014
Capel Street,FALSE,25,3,22,OPEN,18-06-2021,07:10:00,,,0,1,,29.52,70,11.0014
Green Street,FALSE,20,12,8,OPEN,18-06-2021,07:10:00,,,0,1,,28.7,74,11.0014
Dorset Street Lower,TRUE,40,39,1,OPEN,18-06-2021,07:10:00,,,0,1,,28.7,79,7.0015
Blessington Street,FALSE,29,6,23,OPEN,18-06-2021,07:10:00,,,0,1,,28.7,74,12.998
King Street North,TRUE,35,9,26,OPEN,18-06-2021,07:10:00,,,0,1,,27.88,79,11.0014
Francis Street,TRUE,40,38,2,OPEN,18-06-2021,07:10:00,,,1,1,,27.06,89,6.0032
Patrick Street,TRUE,23,8,15,OPEN,18-06-2021,07:10:00,,,1,1,,27.06,89,12.998
Moore Street,FALSE,30,21,9,OPEN,18-06-2021,07:10:00,,,1,2,,27.06,94,6.0032
Moore Street,TRUE,40,38,2,OPEN,18-06-2021,07:10:00,,,1,2,,27.06,94,6.0032
Moore Street,FALSE,23,20,3,OPEN,18-06-2021,07:10:00,,,1,2,,27.06,94,8.9981
Bellevue,FALSE,40,35,5,OPEN,19-06-2021,07:10:00,,,1,2,,27.06,94,8.9981
Golden Lane,FALSE,20,20,0,OPEN,19-06-2021,07:10:00,,,1,2,,27.88,89,6.0032
St. Stephens Green South,FALSE,20,9,11,OPEN,19-06-2021,07:10:00,,,1,1,,28.7,84,8.9981
St. Stephens Green West,TRUE,21,7,14,OPEN,19-06-2021,07:10:00,,,1,1,,29.52,79,7.0015
Kevin Street Lower,TRUE,29,25,4,OPEN,19-06-2021,07:10:00,,,1,2,,30.34,74,8.9981
Richmond Street South,FALSE,40,35,5,OPEN,19-06-2021,07:10:00,,,1,2,,31.98,62,0
Richmond Street South,FALSE,30,8,22,OPEN,19-06-2021,07:10:00,,,1,2,,32.8,52,11.0014
Pleasents Street,TRUE,20,13,7,OPEN,19-06-2021,07:10:00,,,1,2,,32.8,52,11.0014
Oliver Bond Street,FALSE,40,11,29,OPEN,19-06-2021,07:10:00,,,1,2,,32.8,52,7.0015
Causeway Road,FALSE,40,2,38,OPEN,19-06-2021,07:10:00,,,1,2,,31.98,59,11.0014
Griffith Avenue,FALSE,30,24,6,OPEN,19-06-2021,07:10:00,,,1,1,,32.8,55,12.998
Eden Quay,FALSE,30,12,18,OPEN,19-06-2021,07:10:00,,,1,1,,33.62,52,8.9981
Jervis Street 1,TRUE,30,10,20,OPEN,19-06-2021,07:15:00,,,1,1,,33.62,52,8.9981
Jervis Street 2,TRUE,20,10,10,OPEN,19-06-2021,07:15:00,,,1,1,,33.62,46,7.0015
Store Street,FALSE,33,28,5,OPEN,19-06-2021,07:15:00,,,1,1,,32.8,52,16.9979
North Circular Road,FALSE,40,29,11,OPEN,19-06-2021,07:15:00,,,1,1,,31.16,62,11.0014
North Circular Road,FALSE,40,33,7,OPEN,19-06-2021,07:15:00,,,1,1,,31.16,62,12.998
Philbsborough Road/Connaught St,FALSE,20,20,0,OPEN,19-06-2021,07:15:00,,,1,1,,30.34,62,12.998
Cardiff Lane,TRUE,30,29,1,OPEN,19-06-2021,07:15:00,,,1,1,,29.52,66,11.0014
Redstables Market,TRUE,30,21,9,OPEN,19-06-2021,07:15:00,,,1,1,,28.7,74,8.9981
Marks Alley West,FALSE,32,31,1,OPEN,19-06-2021,07:15:00,,,1,1,,27.88,79,11.0014
Carman's Hall at Francis Street,FALSE,40,36,4,OPEN,19-06-2021,07:15:00,,,1,1,,27.06,83,11.0014
Carman's Hall at Meath Street,FALSE,30,28,2,OPEN,19-06-2021,07:15:00,,,1,1,,27.06,83,11.0014
Dean Street,TRUE,30,13,17,OPEN,19-06-2021,07:15:00,,,1,1,,27.06,83,6.0032
Thomas Street,FALSE,40,23,17,OPEN,20-06-2021,07:15:00,,,1,1,,27.06,83,7.0015
Augustine Street West at Cornmarket,FALSE,20,6,14,OPEN,20-06-2021,07:15:00,,,1,1,,27.06,83,8.9981
North Wall Quay ,TRUE,40,37,3,OPEN,20-06-2021,07:15:00,,,1,1,,28.7,74,11.0014
Northern Campshires,FALSE,30,12,17,OPEN,20-06-2021,07:15:00,,,1,1,,30.34,70,12.998
Washington Street,TRUE,30,26,4,OPEN,20-06-2021,07:15:00,,,1,1,,34.44,53,0
Greenville Terrace,FALSE,40,24,16,OPEN,20-06-2021,07:15:00,,,1,1,,33.62,56,19.9995
North Circular Road Opposite Library,FALSE,30,20,10,OPEN,20-06-2021,07:15:00,,,1,2,,34.44,53,22.0028
North Circular Road West of Berkeley Road,TRUE,40,35,5,OPEN,20-06-2021,07:15:00,,,1,2,,33.62,56,15.0013
Goldsmith Street Westside,FALSE,30,19,11,OPEN,20-06-2021,07:15:00,,,1,2,,34.44,53,19.9995
Phibsborough Road outside Doyles Bar,TRUE,38,6,32,OPEN,20-06-2021,07:15:00,,,1,2,,34.44,53,15.0013
Phibsborough Road Westside at Thunders Bakery,FALSE,30,3,27,OPEN,20-06-2021,07:15:00,,,1,1,,33.62,49,19.9995
Phibsborough Road Eastside south of NCR at AIB,FALSE,40,20,20,OPEN,20-06-2021,07:15:00,,,1,1,,32.8,55,19.9995
Phibsborough Road Eastside at Rothar,FALSE,30,27,3,OPEN,20-06-2021,07:15:00,,,1,1,,32.8,52,22.0028
North Circular Road east of Phibsborough Rd at Doyles,FALSE,20,19,1,OPEN,20-06-2021,07:15:00,,,1,1,,31.16,62,22.0028
 Stoney Batter eastside outside Centra,FALSE,30,11,19,OPEN,20-06-2021,07:15:00,,,1,1,,31.16,62,11.0014
Manor Street eastside at Grants,TRUE,40,30,10,OPEN,20-06-2021,07:15:00,,,1,1,,30.34,66,11.0014
Manor Street eastside outside No. 3,FALSE,31,13,18,OPEN,20-06-2021,07:15:00,,,1,1,,30.34,66,15.0013
Manor Street westside,FALSE,35,34,1,OPEN,20-06-2021,07:15:00,,,1,1,,30.34,66,16.9979
Stephen Street Lower,TRUE,40,36,4,OPEN,20-06-2021,07:15:00,,,1,1,,30.34,58,22.0028
"York Street, southside at Bright Wash",FALSE,30,23,7,OPEN,20-06-2021,07:15:00,,,1,1,,29.52,58,19.9995
Patrick Street ,FALSE,30,25,5,OPEN,20-06-2021,07:15:00,,,1,1,,28.7,58,12.998
Bishop Street,FALSE,24,3,21,OPEN,20-06-2021,07:15:00,,,1,1,,27.88,61,15.0013
Cuffe Street,FALSE,40,32,8,OPEN,20-06-2021,07:15:00,,,1,1,,27.06,65,15.0013
Holles Street,FALSE,36,32,4,OPEN,20-06-2021,07:15:00,,,1,1,,26.24,65,15.0013
Pearse Street outside subway,FALSE,40,29,11,OPEN,21-06-2021,07:15:00,,,1,1,,26.24,65,11.0014
Pearse Street outside Trinity Business,FALSE,40,28,12,OPEN,21-06-2021,07:15:00,,,1,1,,26.24,65,12.998
Parkgate Street outside Nancy Hands,TRUE,40,14,26,OPEN,21-06-2021,07:15:00,,,1,1,,27.06,50,22.0028
Parkgate Street outside Westbrook Motors,TRUE,25,3,22,OPEN,21-06-2021,07:15:00,,,1,1,,28.7,42,16.9979
Blackhall Place,FALSE,29,26,3,OPEN,21-06-2021,07:15:00,,,1,1,,29.52,37,19.9995
Haymarket,FALSE,30,23,7,OPEN,21-06-2021,07:15:00,,,1,1,,30.34,37,0
Coke Lane,FALSE,20,17,3,OPEN,21-06-2021,07:15:00,,,1,1,,31.16,33,0
Baggot Street Lower at James Street East (Bank of Ireland),FALSE,40,33,7,OPEN,21-06-2021,07:15:00,,,1,1,,31.16,33,0
Baggot Street Lower west of Pembroke St Lower,FALSE,30,21,9,OPEN,21-06-2021,07:15:00,,,1,1,,31.98,31,11.0014
"Wilton Terrace, at junction with Wilton Place",TRUE,29,16,13,OPEN,21-06-2021,07:15:00,,,1,1,,32.8,29,8.9981
Mount Street Lower outside No 33,FALSE,30,14,11,OPEN,21-06-2021,07:15:00,,,1,1,,31.98,31,6.0032
"Herbert Street, south of Convent Close",FALSE,40,37,3,OPEN,21-06-2021,07:15:00,,,1,1,,32.8,29,11.0014
Sir John Rogerson's Quay east of Cardiff Lane,FALSE,40,22,18,OPEN,21-06-2021,07:15:00,,,1,1,,32.8,31,0
"Whitefriar Street, eastside south of Golden Lane",FALSE,40,38,2,OPEN,21-06-2021,07:15:00,,,1,1,,32.8,27,8.9981
Merrion Square North opposite No.6,TRUE,40,37,3,OPEN,21-06-2021,07:15:00,,,1,1,,31.16,33,8.9981
"Fenian Street ,northside  east of Bass Place",FALSE,40,26,14,OPEN,21-06-2021,07:15:00,,,1,1,,30.34,40,11.0014
"Adelaide Road , northside outside Eye and Ear Hospital",TRUE,40,32,8,OPEN,21-06-2021,07:15:00,,,1,1,,29.52,45,8.9981
"Ailesbury Road, northside, west of Merlyn Park",FALSE,30,12,18,OPEN,21-06-2021,07:15:00,,,1,1,,28.7,58,8.9981
"Strand Road Car Park, opposite No.9 Adelaide Mews",FALSE,30,3,27,OPEN,21-06-2021,07:15:00,,,1,1,,27.88,57,19.9995
"Sandymout Village, eastside opposite No .95",FALSE,40,39,1,OPEN,21-06-2021,07:15:00,,,1,1,,27.06,65,12.998
"Sandymout Village, westside outsideNo .95",FALSE,30,30,0,OPEN,21-06-2021,07:15:00,,,1,1,,27.06,65,15.0013
"Tudor Road, westside opposite Cowper Gardens ",FALSE,20,10,10,OPEN,21-06-2021,07:15:00,,,1,1,,27.06,69,16.9979
"Pine Road, northeastern corner at Ringsend Park",FALSE,20,10,10,OPEN,21-06-2021,07:15:00,,,1,1,,27.06,69,15.0013
"Fitzwilliam Street westside, north of Bridge Street",FALSE,30,9,21,OPEN,21-06-2021,07:15:00,,,1,1,,27.06,74,12.998
Ormond Quay Upper northside outside No.31-36,FALSE,22,4,18,OPEN,22-06-2021,07:15:00,,,1,1,,27.06,74,12.998
Ormond Quay Upper northside outside No. 20,FALSE,38,30,8,OPEN,22-06-2021,07:15:00,,,1,1,,27.06,78,16.9979
"Mary Street, southside east of Capel Street",TRUE,40,23,17,OPEN,22-06-2021,07:15:00,,,1,1,,28.7,74,16.9979
"Yarnhall Street,  northside west of Bolton Street",FALSE,27,6,21,OPEN,22-06-2021,07:15:00,,,1,2,,28.7,74,16.9979
Parnell Square West south of entrance to Rotunda Hospital,FALSE,40,25,15,OPEN,22-06-2021,07:15:00,,,1,2,,29.52,70,8.9981
Parnell Square North opposite No. 18,FALSE,30,26,4,OPEN,22-06-2021,07:15:00,,,1,1,,30.34,70,15.0013
"Beresford Lane, northside west of Gardiner Street Lower",FALSE,40,40,0,OPEN,22-06-2021,07:15:00,,,1,1,,32.8,66,15.0013
"Talbot Street, northside under railway bridge",TRUE,30,25,5,OPEN,22-06-2021,07:15:00,,,1,1,,34.44,56,16.9979
"Sheriff Street Upper,  northside opposite Castleforbes Street",FALSE,20,18,2,OPEN,22-06-2021,07:15:00,,,1,1,,35.26,53,19.9995
"Sheriff Street Upper,  northside outside train station",TRUE,40,12,28,OPEN,22-06-2021,07:15:00,,,1,1,,36.9,47,16.9979
Mountjoy Square South northside opposite No. 40-45,FALSE,40,4,36,OPEN,22-06-2021,07:15:00,,,1,1,,37.72,42,19.9995
"Mountjoy Square South, southside outside No. 48",FALSE,36,25,11,OPEN,22-06-2021,07:15:00,,,1,1,,38.54,38,26.0027
Gardiner Place northside at Temple Street,TRUE,40,36,4,OPEN,22-06-2021,07:15:00,,,1,1,,36.9,45,27.9993
 Kings Inn Street,FALSE,40,5,35,OPEN,22-06-2021,07:15:00,715411.5653,734777.7955,1,1,,37.72,40,23.9994
Eccles street ,FALSE,20,20,0,OPEN,22-06-2021,07:15:00,715240.9941,735707.5394,1,1,,36.9,45,22.0028
Temple Street North ,FALSE,40,6,34,OPEN,22-06-2021,07:15:00,715748.0852,735395.1692,1,1,,35.26,50,16.9979
Temple Street North,FALSE,40,21,19,OPEN,22-06-2021,07:15:00,715744.6884,735382.7171,1,1,,32.8,49,40.9973
Marys Lane ,FALSE,20,13,7,OPEN,22-06-2021,07:15:00,714915.6044,734475.1011,1,1,,32.8,49,40.9973
 Herbert Park ,FALSE,30,30,0,OPEN,22-06-2021,07:15:00,717559.0141,732263.7528,1,1,,29.52,70,8.9981
 Merchants Quay ,FALSE,40,8,32,OPEN,22-06-2021,07:15:00,714891.6349,734165.2904,1,1,,29.52,70,0
 New Street South ,TRUE,20,18,2,OPEN,22-06-2021,07:15:00,715035.9584,733324.5788,1,1,,29.52,70,7.0015
 Meath Street ,TRUE,40,33,7,OPEN,22-06-2021,07:15:00,714593.7771,733855.0555,1,1,,28.7,79,8.9981
Newmarket ,TRUE,40,14,26,OPEN,22-06-2021,07:15:00,714709.2063,733366.1625,1,1,,28.7,74,11.0014
Francis Street ,TRUE,20,12,8,OPEN,22-06-2021,07:15:00,714805.8794,733884.9108,1,1,,28.7,79,0
 High Street ,TRUE,40,33,7,OPEN,23-06-2021,07:15:00,714989.9373,733926.4666,1,1,,28.7,84,0
Meath Street,FALSE,16,16,0,OPEN,23-06-2021,07:15:00,714632.6442,733701.3773,1,1,,28.7,79,0
 School Street,TRUE,38,10,28,OPEN,23-06-2021,07:15:00,714372.6566,733738.4085,1,1,,29.52,70,12.998
 James Street ,FALSE,30,0,0,CLOSED,23-06-2021,07:15:00,714035.5732,733980.7875,1,1,,31.16,66,6.0032
 Bridgefoot Street ,TRUE,16,14,2,OPEN,23-06-2021,07:15:00,714444.5374,733981.3375,1,1,,33.62,49,19.0012
St Johns Road West ,FALSE,25,3,22,OPEN,23-06-2021,07:15:00,713646.8884,734215.7708,1,1,,34.44,47,0
 Watling Street ,FALSE,20,12,8,OPEN,23-06-2021,07:15:00,714205.7279,733984.8719,1,1,,34.44,47,22.0028
  Taylor’s lane,TRUE,40,38,2,OPEN,23-06-2021,07:15:00,714293.6437,733714.8625,1,1,,34.44,49,23.9994
   Saint Augustine Street ,FALSE,29,6,23,OPEN,23-06-2021,07:15:00,714769.1713,733948.9631,1,1,,34.44,47,19.0012
 Grattan Crescent ,TRUE,35,9,26,OPEN,23-06-2021,07:15:00,711855.8159,733579.5818,1,1,,35.26,47,19.9995
  Leinster Square ,TRUE,40,38,2,OPEN,23-06-2021,07:15:00,715539.9289,731778.2679,1,1,,35.26,41,15.0013
  Howth Road ,TRUE,23,5,18,OPEN,23-06-2021,07:15:00,721274.1949,738229.6324,1,1,,34.44,47,15.0013
 Raheny Main Street ,FALSE,30,15,15,OPEN,23-06-2021,07:15:00,721461.4646,738209.6796,1,1,,35.26,41,19.0012
 Vernon Avenue ,TRUE,40,37,3,OPEN,23-06-2021,07:15:00,720080.4543,735858.3008,1,1,,33.62,46,11.0014
 Drumcondra Road Upper,FALSE,23,20,3,OPEN,23-06-2021,07:15:00,715880.5903,736106.5454,1,1,,33.62,52,12.998
  Clonliffe Road ,FALSE,40,34,6,OPEN,23-06-2021,07:15:00,716305.0323,736147.8404,1,1,,31.98,59,7.0015
  Finglas Road ,FALSE,20,20,0,OPEN,23-06-2021,07:15:00,714624.6484,736870.8041,1,1,,31.98,59,7.0015
 Seamus Ennis Road ,FALSE,20,9,11,OPEN,23-06-2021,07:15:00,713168.8994,739130.3766,1,1,,31.98,59,8.9981
Finglas Road,TRUE,21,7,14,OPEN,23-06-2021,07:15:00,713197.7814,738926.9737,1,1,,31.16,66,0
Coolock Main Street ,TRUE,29,24,5,OPEN,23-06-2021,07:15:00,719658.1364,738961.7417,0,1,,30.34,62,8.9981
Poolbeg  ,FALSE,40,35,5,OPEN,23-06-2021,07:15:00,721038.612,733538.5211,0,1,,29.52,70,6.0032
 South Earl Street.,FALSE,30,8,22,OPEN,23-06-2021,07:15:00,714426.4439,733733.518,0,1,,29.52,70,0
 John Street West.,TRUE,20,15,5,OPEN,23-06-2021,07:15:00,714693.2518,734027.531,0,1,,29.52,70,0
 Ormond Street.,FALSE,40,13,27,OPEN,23-06-2021,07:15:00,714439.5889,733341.1125,0,1,,28.7,79,12.998
 Ashtown Grove.,FALSE,40,2,38,OPEN,24-06-2021,07:15:00,711518.2949,736920.5468,0,1,,27.88,79,11.0014
 Cameron Street.,FALSE,30,25,5,OPEN,24-06-2021,07:15:00,714060.7656,733161.9352,0,1,,28.7,70,7.0015
 Benbulbin Road.,FALSE,30,12,18,OPEN,24-06-2021,07:15:00,712437.4456,732931.5586,0,1,,29.52,70,8.9981
 Keeper Road.,TRUE,30,10,20,OPEN,24-06-2021,07:20:00,713006.4992,732663.6503,0,1,,30.34,66,11.0014
South Circular Road.,TRUE,20,9,11,OPEN,24-06-2021,07:20:00,713006.4992,732663.6503,0,1,,31.98,59,7.0015
 Prospect Way.,FALSE,33,28,5,OPEN,24-06-2021,07:20:00,715063.2344,736630.9297,0,1,,33.62,52,15.0013
 South Circular Road.,FALSE,40,29,11,OPEN,24-06-2021,07:20:00,713362.6358,733098.8582,0,1,,34.44,39,15.0013
 Glasanaon Road.,FALSE,40,35,5,OPEN,24-06-2021,07:20:00,714295.0942,738498.6981,0,1,,34.44,41,15.0013
 City Quay.,FALSE,20,20,0,OPEN,24-06-2021,07:20:00,716706.4443,734339.3748,0,1,,35.26,41,19.0012
Essex Street East.,TRUE,30,28,2,OPEN,24-06-2021,07:20:00,715430.2719,734159.7843,0,1,,35.26,39,16.9979
Wellington Quay.,TRUE,30,21,9,OPEN,24-06-2021,07:20:00,715366.6408,734189.163,0,1,,36.08,32,19.0012
Clontarf Road.,FALSE,32,31,1,OPEN,24-06-2021,07:20:00,718186.8303,736274.6827,0,1,,35.26,39,15.0013
Parliment Street,FALSE,40,35,5,OPEN,24-06-2021,07:20:00,715359.5431,734176.6214,0,1,,33.62,46,12.998
Fairview Avenue Lower.,FALSE,30,28,2,OPEN,24-06-2021,07:20:00,717418.866,736212.3466,0,1,,33.62,43,19.0012
Bannow Road.,TRUE,30,16,14,OPEN,24-06-2021,07:20:00,713124.8195,737100.7832,0,1,,27.88,83,0
Old Finglas Road.,FALSE,40,23,17,OPEN,24-06-2021,07:20:00,714976.2926,737624.5548,0,1,,27.06,83,15.0013
Prospect Square.,FALSE,20,8,12,OPEN,24-06-2021,07:20:00,714988.8551,736876.5149,0,1,,27.06,78,6.0032
Finglas Road.,TRUE,40,37,3,OPEN,24-06-2021,07:20:00,713258.0059,738804.7184,0,1,,27.06,78,6.0032
Ballymun road.,FALSE,30,12,17,OPEN,24-06-2021,07:20:00,715410.6348,739762.6272,0,1,,27.06,83,6.0032
Gateway Crescent.,TRUE,30,27,3,OPEN,24-06-2021,07:20:00,715383.7086,739653.7401,0,1,,27.06,89,8.9981
Millmount Avenue.,FALSE,40,24,16,OPEN,24-06-2021,07:20:00,715826.891,736943.2622,0,1,,27.06,83,7.0015
Navan Road.,FALSE,30,23,7,OPEN,24-06-2021,07:20:00,713254.2499,735938.0762,0,1,,27.06,74,8.9981
Strand Road Car Park.,TRUE,40,33,7,OPEN,24-06-2021,07:20:00,719511.068,731718.6504,0,1,,27.06,69,15.0013
Naas Road.,FALSE,30,16,14,OPEN,24-06-2021,07:20:00,711356.1167,732869.0107,0,1,,26.24,69,12.998
 Strand Road Car Park.,TRUE,38,7,31,OPEN,25-06-2021,07:20:00,719468.6273,731934.0535,0,1,,25.42,78,12.998
Merrion Road,FALSE,30,3,27,OPEN,25-06-2021,07:20:00,718043.099,732330.8,0,1,,26.24,73,11.0014
Pearse St,FALSE,40,20,20,OPEN,25-06-2021,07:20:00,716695.975,734036.35,0,1,,27.06,69,16.9979
Harolds Cross Rd,FALSE,30,26,4,OPEN,25-06-2021,07:20:00,714754.963,732197.764,0,1,,28.7,65,15.0013
Oliver Bond St,FALSE,20,20,0,OPEN,25-06-2021,07:20:00,714526.182,734013.314,0,1,,29.52,62,16.9979
Drumcondra Rd Lwr,FALSE,30,14,16,OPEN,25-06-2021,07:20:00,716110.956,736662.282,0,1,,30.34,62,0
Rathmines Rd Upr,TRUE,40,31,9,OPEN,25-06-2021,07:20:00,715553.28,731456.404,0,1,,31.16,55,15.0013
Charlemont St,FALSE,31,14,17,OPEN,25-06-2021,07:20:00,715870.477,732578.804,0,1,,31.16,55,22.0028
Mespil Road,FALSE,35,34,1,OPEN,25-06-2021,07:20:00,716630.616,732849.465,0,1,,32.8,49,15.0013
Camden St Lwr,TRUE,40,36,4,OPEN,25-06-2021,07:20:00,715545.687,733040.072,0,1,,32.8,46,12.998
Pembroke Rd,FALSE,30,25,5,OPEN,25-06-2021,07:20:00,717611.569,732664.596,0,1,,32.8,43,8.9981
Phibsboro Rd,FALSE,30,25,5,OPEN,25-06-2021,07:20:00,714927.508,735224.535,0,1,,32.8,43,8.9981
East Rd,FALSE,24,2,22,OPEN,25-06-2021,07:20:00,717795.693,735178.935,0,1,,33.62,41,11.0014
Rathgar Rd,FALSE,40,29,11,OPEN,25-06-2021,07:20:00,715539.511,731573.405,0,1,,32.8,41,19.9995
Grace Park Rd,FALSE,36,31,5,OPEN,25-06-2021,07:20:00,716587.097,736964.292,0,1,,31.16,55,11.0014
James Walk,FALSE,40,28,12,OPEN,25-06-2021,07:20:00,713380.101,733296.721,0,1,,30.34,66,7.0015
Pearse St,FALSE,40,33,7,OPEN,25-06-2021,07:20:00,717151.583,733945.994,0,1,,29.52,70,8.9981
Clogher Rd,TRUE,40,16,24,OPEN,25-06-2021,07:20:00,713880.36,732069.747,0,1,,28.7,70,7.0015
Harolds Cross Rd,TRUE,25,3,22,OPEN,25-06-2021,07:20:00,714670.789,731337.401,0,1,,28.7,70,0
Sundrive Rd,FALSE,29,26,3,OPEN,25-06-2021,07:20:00,713509.122,731827.746,1,1,,28.7,74,6.0032
Clanbrassil St Lwr,FALSE,30,24,6,OPEN,25-06-2021,07:20:00,714888.889,732743.555,1,1,,28.7,74,0
Irishtown Rd,FALSE,20,15,5,OPEN,25-06-2021,07:20:00,718373.438,733465.362,1,1,,27.88,74,0
Clanbrassil St Lwr,FALSE,40,32,8,OPEN,25-06-2021,07:20:00,714914.538,732979.093,1,1,,27.06,83,0
St Davids Terrace,FALSE,30,20,10,OPEN,25-06-2021,07:20:00,715139.794,737554.414,1,1,,27.06,83,0
Myrtle St,TRUE,29,16,13,OPEN,26-06-2021,07:20:00,715124.103,735412.363,1,1,,27.06,83,7.0015
Hogan Pl,FALSE,30,17,8,OPEN,26-06-2021,07:20:00,716870.904,733751.522,1,1,,27.06,83,11.0014
Greendale Rd,FALSE,40,38,2,OPEN,26-06-2021,07:20:00,708357.319,732059.886,1,1,,28.7,79,6.0032
The Rise,FALSE,40,22,18,OPEN,26-06-2021,07:20:00,715608.761,737960.796,1,2,,29.52,74,7.0015
Sundrive Rd,FALSE,40,38,2,OPEN,26-06-2021,07:20:00,713877.526,731300.64,1,2,,30.34,70,0
Ellis Rd,TRUE,40,37,3,OPEN,26-06-2021,07:20:00,714270.675,734353.306,1,2,,30.34,66,15.0013
